movie_id,original_id,name,date,tagline,description,minute,theatrical_release_age_rating,rating
2494,1005978,Superman IV: The Quest for Peace,1987,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.","With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",90,PG,1.71
2495,1005982,Man Up,2015,If you can't get a date... just steal one!,"A 34 year old single woman, Nancy, hung-over again, exhausted by the endless fruitless set ups by her friends, traveling across London to toast another 10 years of her parent's successful happy magical marriage runs in with a 40 year old divorcee, Jack, who mistakes her for his 24 year old blind date. Nancy, deciding to go with it, happens to hop on the most chaotic yet hilarious journey of her life which neither of them will ever forget.",88,R,3.29
2496,1005985,Lifeboat,1944,"Six men and three women - against the sea, and each other!","During World War II, a small group of survivors is stranded in a lifeboat together after the ship they were traveling on is destroyed by a German U-boat.",96,,3.81
2497,1005986,Old Dads,2023,Times have changed. They didn't get the fax.,A cranky middle-aged dad and his two best friends find themselves out of step in a changing world of millennial CEOs and powerful preschool principals.,102,,2.41
2498,1005987,Silver Bullet,1985,It started in May. In a small town. And every month after that whenever the moon was full... it came back.,"The small city of Tarker's Mill is startled by a series of sadistic murders. The population fears that this is the work of a maniac. During a search a mysterious, hairy creature is observed. This strange appearance is noticed once a month. People lock themselves up at night, but there's one boy who's still outside, he's preparing the barbecue.",95,R,3.18
2499,1005988,Wild Hogs,2007,A lot can happen on the road to nowhere.,"Restless and ready for an adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos.",100,PG-13,2.34
2500,1005990,A Man for All Seasons,1966,...a motion picture for all times!,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",120,G,3.8
2501,1005991,The Bad and the Beautiful,1952,I took you out of the gutter... I can fling you back!,"Told in flashback form, the film traces the rise and fall of a tough, ambitious Hollywood producer, Jonathan Shields, as seen through the eyes of various acquaintances, including a writer, James Lee Bartlow; a star, Georgia Lorrison; and a director, Fred Amiel. He is a hard-driving, ambitious man who ruthlessly uses everyone on the way to becoming one of Hollywood's top movie makers.",118,NR,3.96
2502,1005994,Batman: Assault on Arkham,2014,Get ready to root for the bad guys.,Batman works desperately to find a bomb planted by the Joker while Amanda Waller sends her newly-formed Suicide Squad to break into Arkham Asylum and recover vital information stolen by the Riddler.,76,,3.35
2503,1005996,K-PAX,2001,Change the way you look at the world.,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",120,PG-13,3.28
2504,1005999,Before I Go to Sleep,2014,Who do you trust?,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",92,R,2.91
2505,1006000,Togo,2019,The untold true story.,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.",113,,3.65
2506,1006003,God's Creatures,2022,A mother's love forsaken.,"In a windswept fishing village, a mother is torn between protecting her beloved son and her own sense of right and wrong. A lie she tells for him rips apart their family and close-knit community.",101,,3.24
2507,1006005,Coffy,1973,The Baddest One-Chick Hit-Squad that ever hit town!,"After her younger sister gets involved in drugs and is severely injured by contaminated heroin, a nurse sets out on a mission of vengeance and vigilante justice, killing drug dealers, pimps, and mobsters who cross her path.",90,R,3.55
2508,1006006,Victor/Victoria,1982,The disguise surprise comedy of the year.,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",134,PG,3.82
2509,1006009,Body Bags,1993,Zip yourself in tight!,"Three tales, each more terrifying than the last… a woman who is stalked by a crazed serial killer... a man who pays the ultimate price for a beautiful head of hair… and a vision of life — seen through the eyes of a killer!",95,,3.17
2510,1006012,Backdraft,1991,"Silently behind a door, it waits.",Firemen brothers Brian and Stephen McCaffrey battle each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,137,R,3.24
2511,1006015,Innerspace,1987,This summer take a trip you'll never forget.,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",120,PG,3.45
2512,1006019,Punisher: War Zone,2008,Vengeance has a name,"Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished.",102,R,2.73
2513,1006021,The Towering Inferno,1974,The world’s tallest building is on fire. You are there on the 135th floor . . . no way down . . . no way out.,"At the opening party of a colossal—but poorly constructed—skyscraper, a massive fire breaks out, threatening to destroy the tower and everyone in it.",165,PG,3.45
2514,1006029,The King of Kong: A Fistful of Quarters,2007,Don't get chumpatized,"In this hilarious arcade showdown, a humble novice goes head-to-head against the reigning Donkey Kong champ in a confrontation that rocks the gaming world to its processors! For over 20 years, Billy Mitchell has owned the throne of the Donkey Kong world. No one could beat his top score until now. Newcomer Steve Wiebe claims to have beaten the unbeatable, but Mitchell isn't ready to relinquish his crown without a fight. Go behind the barrels as the two battle it out in a vicious war to earn the title of the true King of Kong.",83,PG-13,3.98
2515,1006030,Smallfoot,2018,There's been a big myth-understanding,A bright young yeti finds something he thought didn't exist—a human. News of this “smallfoot” throws the simple yeti community into an uproar over what else might be out there in the big world beyond their snowy village.,96,PG,2.8
2516,1006031,The Next Three Days,2010,What if you had 72 hours to save everything you live for?,"A married couple's life is turned upside down when the wife is accused of murdering her boss. Her husband John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. When the strain of being separated from her husband and son gets to her, John decides to find a way to break her out.",133,PG-13,3.25
2517,1006032,Matinee,1993,Lawrence Woolsey presents the end of civilization as we know it. Make that... Proudly Presents!,"A showman introduces a small coastal town to a unique movie experience and capitalises on the Cuban Missile crisis hysteria with a kitschy horror extravaganza combining film effects, stage props and actors in rubber suits in this salute to the B-movie.",99,PG,3.64
2518,1006034,Fat City,1972,Life is what happens in between rounds.,"Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.",97,PG,3.84
2519,1006035,Grease 2,1982,The Music and Feeling go on Forever.,"It's 1961, two years after the original Grease gang graduated, and there's a new crop of seniors and new members of the coolest cliques on campus, the Pink Ladies and T-Birds. Michael Carrington is the new kid in school - but he's been branded a brainiac. Can he fix up an old motorcycle, don a leather jacket, avoid a rumble with the leader of the T-Birds, and win the heart of Pink Lady Stephanie?",115,PG,2.35
2520,1006038,The Money Pit,1986,For everyone who's ever been deeply in Love or deeply in debt.,"After being evicted from their Manhattan apartment, a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit.",91,PG,3.1
